"state","state_abbreviation","county","fips","party","winner"
"Utah","UT","Piute",49031,"Democrat","Bernie Sanders"
"Utah","UT","Piute",49031,"Democrat","Hillary Clinton"
"Utah","UT","Rich",49033,"Democrat","Bernie Sanders"
"Utah","UT","Rich",49033,"Democrat","Hillary Clinton"
"Utah","UT","Salt Lake",49035,"Democrat","Bernie Sanders"
"Utah","UT","Sanpete",49039,"Democrat","Bernie Sanders"
"Utah","UT","Sevier",49041,"Democrat","Bernie Sanders"
"Utah","UT","Summit",49043,"Democrat","Bernie Sanders"
"Utah","UT","Tooele",49045,"Democrat","Bernie Sanders"
"Utah","UT","Uintah",49047,"Democrat","Bernie Sanders"
"Utah","UT","Utah",49049,"Democrat","Bernie Sanders"
"Utah","UT","Wasatch",49051,"Democrat","Bernie Sanders"
"Utah","UT","Weber",49057,"Democrat","Bernie Sanders"
"Vermont","VT","Addison",95000001,"Democrat","Bernie Sanders"
"Vermont","VT","Albany",95000002,"Democrat","Bernie Sanders"
"Vermont","VT","Alburgh",95000003,"Democrat","Bernie Sanders"
"Vermont","VT","Andover",95000004,"Democrat","Bernie Sanders"
"Vermont","VT","Arlington",95000005,"Democrat","Bernie Sanders"
"Vermont","VT","Bakersfield",95000007,"Democrat","Bernie Sanders"
"Vermont","VT","Baltimore",95000008,"Democrat","Bernie Sanders"
"Vermont","VT","Barnard",95000009,"Democrat","Bernie Sanders"
"Vermont","VT","Barnet",95000010,"Democrat","Bernie Sanders"
"Vermont","VT","Barre",95000011,"Democrat","Bernie Sanders"
"Vermont","VT","Barre Town",95000012,"Democrat","Bernie Sanders"
"Vermont","VT","Barton",95000013,"Democrat","Bernie Sanders"
"Vermont","VT","Belvidere",95000014,"Democrat","Bernie Sanders"
"Vermont","VT","Bennington",95000015,"Democrat","Bernie Sanders"
"Vermont","VT","Benson",95000016,"Democrat","Bernie Sanders"
"Vermont","VT","Berkshire",95000017,"Democrat","Bernie Sanders"
"Vermont","VT","Berlin",95000018,"Democrat","Bernie Sanders"
"Vermont","VT","Bethel",95000019,"Democrat","Bernie Sanders"
"Vermont","VT","Bloomfield",95000020,"Democrat","Bernie Sanders"
"Vermont","VT","Bolton",95000021,"Democrat","Bernie Sanders"
"Vermont","VT","Bradford",95000022,"Democrat","Bernie Sanders"
"Vermont","VT","Braintree",95000023,"Democrat","Bernie Sanders"
"Vermont","VT","Brandon",95000024,"Democrat","Bernie Sanders"
"Vermont","VT","Brattleboro",95000025,"Democrat","Bernie Sanders"
"Vermont","VT","Bridport",95000027,"Democrat","Bernie Sanders"
"Vermont","VT","Brighton",95000028,"Democrat","Bernie Sanders"
"Vermont","VT","Bristol",95000029,"Democrat","Bernie Sanders"
"Vermont","VT","Brookfield",95000030,"Democrat","Bernie Sanders"
"Vermont","VT","Brookline",95000031,"Democrat","Bernie Sanders"
"Vermont","VT","Brownington",95000032,"Democrat","Bernie Sanders"
"Vermont","VT","Cabot",95000036,"Democrat","Bernie Sanders"
"Vermont","VT","Calais",95000037,"Democrat","Bernie Sanders"
"Vermont","VT","Canaan",95000039,"Democrat","Bernie Sanders"
"Vermont","VT","Castleton",95000040,"Democrat","Bernie Sanders"
"Vermont","VT","Cavendish",95000041,"Democrat","Bernie Sanders"
"Vermont","VT","Charleston",95000042,"Democrat","Bernie Sanders"
"Vermont","VT","Chelsea",95000044,"Democrat","Bernie Sanders"
"Vermont","VT","Chittenden",95000046,"Democrat","Bernie Sanders"
"Vermont","VT","Colchester",95000048,"Democrat","Bernie Sanders"
"Vermont","VT","Concord",95000049,"Democrat","Bernie Sanders"
"Vermont","VT","Corinth",95000050,"Democrat","Bernie Sanders"
"Vermont","VT","Cornwall",95000051,"Democrat","Bernie Sanders"
"Vermont","VT","Coventry",95000052,"Democrat","Bernie Sanders"
"Vermont","VT","Craftsbury",95000053,"Democrat","Bernie Sanders"
"Vermont","VT","Danby",95000054,"Democrat","Bernie Sanders"
"Vermont","VT","Danville",95000055,"Democrat","Bernie Sanders"
"Vermont","VT","Derby",95000056,"Democrat","Bernie Sanders"
"Vermont","VT","Dorset",95000057,"Democrat","Bernie Sanders"
"Vermont","VT","Dover",95000058,"Democrat","Bernie Sanders"
"Vermont","VT","Dummerston",95000059,"Democrat","Bernie Sanders"
"Vermont","VT","Duxbury",95000060,"Democrat","Bernie Sanders"
"Vermont","VT","East Haven",95000061,"Democrat","Bernie Sanders"
"Vermont","VT","East Montpelier",95000062,"Democrat","Bernie Sanders"
"Vermont","VT","Eden",95000063,"Democrat","Bernie Sanders"
"Vermont","VT","Elmore",95000064,"Democrat","Bernie Sanders"
"Vermont","VT","Enosburgh",95000065,"Democrat","Bernie Sanders"
"Vermont","VT","Essex",95000066,"Democrat","Bernie Sanders"
"Vermont","VT","Fair Haven",95000069,"Democrat","Bernie Sanders"
"Vermont","VT","Fairfax",95000067,"Democrat","Bernie Sanders"
"Vermont","VT","Fairlee",95000070,"Democrat","Bernie Sanders"
"Vermont","VT","Fayston",95000071,"Democrat","Bernie Sanders"
"Vermont","VT","Ferrisburg",95000072,"Democrat","Bernie Sanders"
"Vermont","VT","Fletcher",95000073,"Democrat","Bernie Sanders"
"Vermont","VT","Franklin",95000074,"Democrat","Bernie Sanders"
"Vermont","VT","Georgia",95000075,"Democrat","Bernie Sanders"
"Vermont","VT","Glover",95000076,"Democrat","Bernie Sanders"
"Vermont","VT","Goshen",95000077,"Democrat","Bernie Sanders"
"Vermont","VT","Grafton",95000078,"Democrat","Bernie Sanders"
"Vermont","VT","Granby",95000079,"Democrat","Bernie Sanders"
"Vermont","VT","Grand Isle",95000080,"Democrat","Bernie Sanders"
"Vermont","VT","Granville",95000081,"Democrat","Bernie Sanders"
"Vermont","VT","Greensboro",95000082,"Democrat","Bernie Sanders"
"Vermont","VT","Groton",95000083,"Democrat","Bernie Sanders"
"Vermont","VT","Guildhall",95000084,"Democrat","Bernie Sanders"
"Vermont","VT","Guilford",95000085,"Democrat","Bernie Sanders"
"Vermont","VT","Halifax",95000086,"Democrat","Bernie Sanders"
"Vermont","VT","Hancock",95000087,"Democrat","Bernie Sanders"
"Vermont","VT","Hardwick",95000088,"Democrat","Bernie Sanders"
"Vermont","VT","Hartford",95000089,"Democrat","Bernie Sanders"
"Vermont","VT","Hartland",95000090,"Democrat","Bernie Sanders"
"Vermont","VT","Highgate",95000091,"Democrat","Bernie Sanders"
"Vermont","VT","Hinesburg",95000092,"Democrat","Bernie Sanders"
"Vermont","VT","Holland",95000093,"Democrat","Bernie Sanders"
"Vermont","VT","Hubbardton",95000094,"Democrat","Bernie Sanders"
"Vermont","VT","Huntington",95000095,"Democrat","Bernie Sanders"
"Vermont","VT","Hyde Park",95000096,"Democrat","Bernie Sanders"
"Vermont","VT","Ira",95000097,"Democrat","Bernie Sanders"
"Vermont","VT","Irasburg",95000098,"Democrat","Bernie Sanders"
"Vermont","VT","Isle La Motte",95000099,"Democrat","Bernie Sanders"
"Vermont","VT","Jamaica",95000100,"Democrat","Bernie Sanders"
"Vermont","VT","Jay",95000101,"Democrat","Bernie Sanders"
"Vermont","VT","Jericho",95000102,"Democrat","Bernie Sanders"
"Vermont","VT","Johnson",95000103,"Democrat","Bernie Sanders"
"Vermont","VT","Killington",95000182,"Democrat","Bernie Sanders"
"Vermont","VT","Kirby",95000104,"Democrat","Bernie Sanders"
"Vermont","VT","Landgrove",95000105,"Democrat","Bernie Sanders"
"Vermont","VT","Leicester",95000106,"Democrat","Bernie Sanders"
"Vermont","VT","Lemington",95000107,"Democrat","Bernie Sanders"
"Vermont","VT","Lincoln",95000108,"Democrat","Bernie Sanders"
"Vermont","VT","Londonderry",95000109,"Democrat","Bernie Sanders"
"Vermont","VT","Lunenburg",95000112,"Democrat","Bernie Sanders"
"Vermont","VT","Lyndon",95000113,"Democrat","Bernie Sanders"
"Vermont","VT","Maidstone",95000114,"Democrat","Bernie Sanders"
"Vermont","VT","Manchester",95000115,"Democrat","Bernie Sanders"
"Vermont","VT","Mendon",95000118,"Democrat","Bernie Sanders"
"Vermont","VT","Middlebury",95000119,"Democrat","Bernie Sanders"
"Vermont","VT","Middlesex",95000120,"Democrat","Bernie Sanders"
"Vermont","VT","Middletown Springs",95000121,"Democrat","Bernie Sanders"
"Vermont","VT","Milton",95000122,"Democrat","Bernie Sanders"
"Vermont","VT","Monkton",95000123,"Democrat","Bernie Sanders"
"Vermont","VT","Montgomery",95000124,"Democrat","Bernie Sanders"
"Vermont","VT","Montpelier",95000125,"Democrat","Bernie Sanders"
"Vermont","VT","Moretown",95000126,"Democrat","Bernie Sanders"
"Vermont","VT","Morgan",95000127,"Democrat","Bernie Sanders"
"Vermont","VT","Morristown",95000128,"Democrat","Bernie Sanders"
"Vermont","VT","Mount Holly",95000129,"Democrat","Bernie Sanders"
"Vermont","VT","Mount Tabor",95000130,"Democrat","Bernie Sanders"
"Vermont","VT","New Haven",95000134,"Democrat","Bernie Sanders"
"Vermont","VT","Newark",95000131,"Democrat","Bernie Sanders"
"Vermont","VT","Newbury",95000132,"Democrat","Bernie Sanders"
"Vermont","VT","Newfane",95000133,"Democrat","Bernie Sanders"
"Vermont","VT","Newport",95000135,"Democrat","Bernie Sanders"
"Vermont","VT","Newport Town",95000136,"Democrat","Bernie Sanders"
"Vermont","VT","North Hero",95000138,"Democrat","Bernie Sanders"
"Vermont","VT","Norton",95000139,"Democrat","Bernie Sanders"
"Vermont","VT","Norwich",95000140,"Democrat","Bernie Sanders"
"Vermont","VT","Orange",95000141,"Democrat","Bernie Sanders"
"Vermont","VT","Orwell",95000142,"Democrat","Bernie Sanders"
"Vermont","VT","Panton",95000143,"Democrat","Bernie Sanders"
"Vermont","VT","Pawlet",95000144,"Democrat","Bernie Sanders"
"Vermont","VT","Peacham",95000145,"Democrat","Bernie Sanders"
"Vermont","VT","Peru",95000146,"Democrat","Bernie Sanders"
"Vermont","VT","Pittsfield",95000147,"Democrat","Bernie Sanders"
"Vermont","VT","Pittsford",95000148,"Democrat","Bernie Sanders"
"Vermont","VT","Plainfield",95000149,"Democrat","Bernie Sanders"
"Vermont","VT","Plymouth",95000150,"Democrat","Bernie Sanders"
"Vermont","VT","Pomfret",95000151,"Democrat","Bernie Sanders"
"Vermont","VT","Poultney",95000152,"Democrat","Bernie Sanders"
"Vermont","VT","Pownal",95000153,"Democrat","Bernie Sanders"
"Vermont","VT","Proctor",95000154,"Democrat","Bernie Sanders"
"Vermont","VT","Putney",95000155,"Democrat","Bernie Sanders"
"Vermont","VT","Randolph",95000156,"Democrat","Bernie Sanders"
"Vermont","VT","Reading",95000157,"Democrat","Bernie Sanders"
"Vermont","VT","Readsboro",95000158,"Democrat","Bernie Sanders"
"Vermont","VT","Richford",95000159,"Democrat","Bernie Sanders"
"Vermont","VT","Richmond",95000160,"Democrat","Bernie Sanders"
"Vermont","VT","Ripton",95000161,"Democrat","Bernie Sanders"
"Vermont","VT","Rochester",95000162,"Democrat","Bernie Sanders"
"Vermont","VT","Rockingham",95000163,"Democrat","Bernie Sanders"
"Vermont","VT","Royalton",95000165,"Democrat","Bernie Sanders"
"Vermont","VT","Rupert",95000166,"Democrat","Bernie Sanders"
"Vermont","VT","Rutland",95000167,"Democrat","Bernie Sanders"
"Vermont","VT","Rutland Town",95000168,"Democrat","Bernie Sanders"
"Vermont","VT","Ryegate",95000169,"Democrat","Bernie Sanders"
"Vermont","VT","Salisbury",95000174,"Democrat","Bernie Sanders"
"Vermont","VT","Sandgate",95000175,"Democrat","Bernie Sanders"
"Vermont","VT","Searsburg",95000176,"Democrat","Bernie Sanders"
"Vermont","VT","Shaftsbury",95000177,"Democrat","Bernie Sanders"
"Vermont","VT","Sharon",95000178,"Democrat","Bernie Sanders"
"Vermont","VT","Sheffield",95000179,"Democrat","Bernie Sanders"
"Vermont","VT","Shelburne",95000180,"Democrat","Bernie Sanders"
"Vermont","VT","Sheldon",95000181,"Democrat","Bernie Sanders"
"Vermont","VT","Shoreham",95000183,"Democrat","Bernie Sanders"
"Vermont","VT","Shrewsbury",95000184,"Democrat","Bernie Sanders"
"Vermont","VT","South Burlington",95000185,"Democrat","Bernie Sanders"
"Vermont","VT","South Hero",95000186,"Democrat","Bernie Sanders"
"Vermont","VT","St. Albans",95000170,"Democrat","Bernie Sanders"
"Vermont","VT","St. Albans Town",95000171,"Democrat","Bernie Sanders"
"Vermont","VT","St. George",95000172,"Democrat","Bernie Sanders"
"Vermont","VT","St. Johnsbury",95000173,"Democrat","Bernie Sanders"
"Vermont","VT","Stamford",95000188,"Democrat","Bernie Sanders"
"Vermont","VT","Stannard",95000189,"Democrat","Bernie Sanders"
"Vermont","VT","Starksboro",95000190,"Democrat","Bernie Sanders"
"Vermont","VT","Stockbridge",95000191,"Democrat","Bernie Sanders"
"Vermont","VT","Stowe",95000192,"Democrat","Bernie Sanders"
"Vermont","VT","Strafford",95000193,"Democrat","Bernie Sanders"
"Vermont","VT","Stratton",95000194,"Democrat","Bernie Sanders"
"Vermont","VT","Sudbury",95000195,"Democrat","Bernie Sanders"
"Vermont","VT","Sunderland",95000196,"Democrat","Bernie Sanders"
"Vermont","VT","Sutton",95000197,"Democrat","Bernie Sanders"
"Vermont","VT","Swanton",95000198,"Democrat","Bernie Sanders"
"Vermont","VT","Thetford",95000199,"Democrat","Bernie Sanders"
"Vermont","VT","Tinmouth",95000200,"Democrat","Bernie Sanders"
"Vermont","VT","Topsham",95000201,"Democrat","Bernie Sanders"
"Vermont","VT","Townshend",95000202,"Democrat","Bernie Sanders"
"Vermont","VT","Troy",95000203,"Democrat","Bernie Sanders"
"Vermont","VT","Tunbridge",95000204,"Democrat","Bernie Sanders"
"Vermont","VT","Underhill",95000205,"Democrat","Bernie Sanders"
"Vermont","VT","Vergennes",95000206,"Democrat","Bernie Sanders"
"Vermont","VT","Vernon",95000207,"Democrat","Bernie Sanders"
"Vermont","VT","Vershire",95000208,"Democrat","Bernie Sanders"
"Vermont","VT","Victory",95000209,"Democrat","Bernie Sanders"
"Vermont","VT","Waitsfield",95000210,"Democrat","Bernie Sanders"
"Vermont","VT","Walden",95000211,"Democrat","Bernie Sanders"
"Vermont","VT","Wallingford",95000212,"Democrat","Bernie Sanders"
"Vermont","VT","Waltham",95000213,"Democrat","Bernie Sanders"
"Vermont","VT","Wardsboro",95000214,"Democrat","Bernie Sanders"
"Vermont","VT","Waterbury",95000217,"Democrat","Bernie Sanders"
"Vermont","VT","Waterford",95000218,"Democrat","Bernie Sanders"
"Vermont","VT","Waterville",95000219,"Democrat","Bernie Sanders"
"Vermont","VT","Weathersfield",95000220,"Democrat","Bernie Sanders"
"Vermont","VT","Wells",95000221,"Democrat","Bernie Sanders"
"Vermont","VT","West Fairlee",95000222,"Democrat","Bernie Sanders"
"Vermont","VT","West Haven",95000225,"Democrat","Bernie Sanders"
"Vermont","VT","West Rutland",95000229,"Democrat","Bernie Sanders"
"Vermont","VT","West Windsor",95000230,"Democrat","Bernie Sanders"
"Vermont","VT","Westfield",95000223,"Democrat","Bernie Sanders"
"Vermont","VT","Westford",95000224,"Democrat","Bernie Sanders"
"Vermont","VT","Westminster",95000226,"Democrat","Bernie Sanders"
"Vermont","VT","Westmore",95000227,"Democrat","Bernie Sanders"
"Vermont","VT","Weybridge",95000231,"Democrat","Bernie Sanders"
"Vermont","VT","Wheelock",95000232,"Democrat","Bernie Sanders"
"Vermont","VT","Whiting",95000233,"Democrat","Bernie Sanders"
"Vermont","VT","Whitingham",95000234,"Democrat","Bernie Sanders"
"Vermont","VT","Williamstown",95000235,"Democrat","Bernie Sanders"
"Vermont","VT","Williston",95000236,"Democrat","Bernie Sanders"
"Vermont","VT","Wilmington",95000237,"Democrat","Bernie Sanders"
"Vermont","VT","Windham",95000238,"Democrat","Bernie Sanders"
"Vermont","VT","Windsor",95000239,"Democrat","Bernie Sanders"
"Vermont","VT","Winhall",95000240,"Democrat","Bernie Sanders"
"Vermont","VT","Winooski",95000241,"Democrat","Bernie Sanders"
"Vermont","VT","Wolcott",95000242,"Democrat","Bernie Sanders"
"Vermont","VT","Woodbury",95000243,"Democrat","Bernie Sanders"
"Vermont","VT","Woodford",95000244,"Democrat","Bernie Sanders"
"Vermont","VT","Woodstock",95000245,"Democrat","Bernie Sanders"
"Vermont","VT","Worcester",95000246,"Democrat","Bernie Sanders"
"Virginia","VA","Accomack",51001,"Democrat","Hillary Clinton"
"Virginia","VA","Albemarle",51003,"Democrat","Hillary Clinton"
"Virginia","VA","Alexandria",51510,"Democrat","Hillary Clinton"
"Virginia","VA","Alleghany",51005,"Democrat","Hillary Clinton"
"Virginia","VA","Amelia",51007,"Democrat","Hillary Clinton"
"Virginia","VA","Appomattox",51011,"Democrat","Hillary Clinton"
"Virginia","VA","Bland",51021,"Democrat","Hillary Clinton"
"Virginia","VA","Botetourt",51023,"Democrat","Hillary Clinton"
"Virginia","VA","Brunswick",51025,"Democrat","Hillary Clinton"
"Virginia","VA","Buchanan",51027,"Democrat","Hillary Clinton"
"Virginia","VA","Buckingham",51029,"Democrat","Hillary Clinton"
"Virginia","VA","Buena Vista",51530,"Democrat","Hillary Clinton"
"Virginia","VA","Caroline",51033,"Democrat","Hillary Clinton"
"Virginia","VA","Charles City",51036,"Democrat","Hillary Clinton"
"Virginia","VA","Charlottesville",51540,"Democrat","Bernie Sanders"
"Virginia","VA","Chesapeake",51550,"Democrat","Hillary Clinton"
"Virginia","VA","Colonial Heights",51570,"Democrat","Hillary Clinton"
"Virginia","VA","Culpeper",51047,"Democrat","Hillary Clinton"
"Virginia","VA","Cumberland",51049,"Democrat","Hillary Clinton"
"Virginia","VA","Dickenson",51051,"Democrat","Hillary Clinton"
"Virginia","VA","Dinwiddie",51053,"Democrat","Hillary Clinton"
"Virginia","VA","Emporia",51595,"Democrat","Hillary Clinton"
"Virginia","VA","Fairfax City",51600,"Democrat","Hillary Clinton"
"Virginia","VA","Falls Church",51610,"Democrat","Hillary Clinton"
"Virginia","VA","Fauquier",51061,"Democrat","Hillary Clinton"
"Virginia","VA","Floyd",51063,"Democrat","Bernie Sanders"
"Virginia","VA","Fluvanna",51065,"Democrat","Hillary Clinton"
"Virginia","VA","Franklin City",51620,"Democrat","Hillary Clinton"
"Virginia","VA","Fredericksburg",51630,"Democrat","Hillary Clinton"
"Virginia","VA","Galax",51640,"Democrat","Hillary Clinton"
"Virginia","VA","Gloucester",51073,"Democrat","Hillary Clinton"
"Virginia","VA","Goochland",51075,"Democrat","Hillary Clinton"
"Virginia","VA","Greensville",51081,"Democrat","Hillary Clinton"
"Virginia","VA","Harrisonburg",51660,"Democrat","Bernie Sanders"
"Virginia","VA","Henrico",51087,"Democrat","Hillary Clinton"
"Virginia","VA","Hopewell",51670,"Democrat","Hillary Clinton"
"Virginia","VA","Isle of Wight",51093,"Democrat","Hillary Clinton"
"Virginia","VA","James City",51095,"Democrat","Hillary Clinton"
"Virginia","VA","King George",51099,"Democrat","Hillary Clinton"
"Virginia","VA","King William",51101,"Democrat","Hillary Clinton"
"Virginia","VA","King and Queen",51097,"Democrat","Hillary Clinton"
"Virginia","VA","Lancaster",51103,"Democrat","Hillary Clinton"
"Virginia","VA","Loudoun",51107,"Democrat","Hillary Clinton"
"Virginia","VA","Louisa",51109,"Democrat","Hillary Clinton"
"Virginia","VA","Lynchburg",51680,"Democrat","Hillary Clinton"
"Virginia","VA","Manassas",51683,"Democrat","Hillary Clinton"
"Virginia","VA","Manassas Park",51685,"Democrat","Hillary Clinton"
"Virginia","VA","Martinsville",51690,"Democrat","Hillary Clinton"
"Virginia","VA","Mathews",51115,"Democrat","Hillary Clinton"
"Virginia","VA","Mecklenburg",51117,"Democrat","Hillary Clinton"
"Virginia","VA","Nelson",51125,"Democrat","Hillary Clinton"
"Virginia","VA","New Kent",51127,"Democrat","Hillary Clinton"
"Virginia","VA","Newport News",51700,"Democrat","Hillary Clinton"
"Virginia","VA","Norfolk",51710,"Democrat","Hillary Clinton"
"Virginia","VA","Northampton",51131,"Democrat","Hillary Clinton"
"Virginia","VA","Northumberland",51133,"Democrat","Hillary Clinton"
"Virginia","VA","Nottoway",51135,"Democrat","Hillary Clinton"
"Virginia","VA","Page",51139,"Democrat","Hillary Clinton"
"Virginia","VA","Patrick",51141,"Democrat","Bernie Sanders"
"Virginia","VA","Petersburg",51730,"Democrat","Hillary Clinton"
"Virginia","VA","Pittsylvania",51143,"Democrat","Hillary Clinton"
"Virginia","VA","Poquoson",51735,"Democrat","Bernie Sanders"
"Virginia","VA","Portsmouth",51740,"Democrat","Hillary Clinton"
"Virginia","VA","Powhatan",51145,"Democrat","Hillary Clinton"
"Virginia","VA","Prince Edward",51147,"Democrat","Hillary Clinton"
"Virginia","VA","Prince George",51149,"Democrat","Hillary Clinton"
"Virginia","VA","Prince William",51153,"Democrat","Hillary Clinton"
"Virginia","VA","Radford",51750,"Democrat","Bernie Sanders"
"Virginia","VA","Rappahannock",51157,"Democrat","Hillary Clinton"
"Virginia","VA","Richmond City",51760,"Democrat","Hillary Clinton"
"Virginia","VA","Roanoke",51161,"Democrat","Hillary Clinton"
"Virginia","VA","Roanoke City",51770,"Democrat","Hillary Clinton"
"Virginia","VA","Rockbridge",51163,"Democrat","Hillary Clinton"
"Virginia","VA","Shenandoah",51171,"Democrat","Hillary Clinton"
"Virginia","VA","Smyth",51173,"Democrat","Hillary Clinton"
"Virginia","VA","Southampton",51175,"Democrat","Hillary Clinton"
"Virginia","VA","Spotsylvania",51177,"Democrat","Hillary Clinton"
"Virginia","VA","Staunton",51790,"Democrat","Bernie Sanders"
"Virginia","VA","Suffolk",51800,"Democrat","Hillary Clinton"
"Virginia","VA","Surry",51181,"Democrat","Hillary Clinton"
"Virginia","VA","Sussex",51183,"Democrat","Hillary Clinton"
"Virginia","VA","Tazewell",51185,"Democrat","Hillary Clinton"
"Virginia","VA","Virginia Beach",51810,"Democrat","Hillary Clinton"
"Virginia","VA","Waynesboro",51820,"Democrat","Hillary Clinton"
"Virginia","VA","Westmoreland",51193,"Democrat","Hillary Clinton"
"Virginia","VA","Wythe",51197,"Democrat","Hillary Clinton"
"Washington","WA","Asotin",53003,"Democrat","Bernie Sanders"
"Washington","WA","Chelan",53007,"Democrat","Bernie Sanders"
"Washington","WA","Clallam",53009,"Democrat","Bernie Sanders"
"Washington","WA","Cowlitz",53015,"Democrat","Bernie Sanders"
"Washington","WA","Ferry",53019,"Democrat","Bernie Sanders"
"Washington","WA","Grant",53025,"Democrat","Bernie Sanders"
"Washington","WA","Grays Harbor",53027,"Democrat","Bernie Sanders"
"Washington","WA","Island",53029,"Democrat","Bernie Sanders"
"Washington","WA","King",53033,"Democrat","Bernie Sanders"
"Washington","WA","Kitsap",53035,"Democrat","Bernie Sanders"
"Washington","WA","Kittitas",53037,"Democrat","Bernie Sanders"
"Washington","WA","Klickitat",53039,"Democrat","Bernie Sanders"
"Washington","WA","Lewis",53041,"Democrat","Bernie Sanders"
"Washington","WA","Mason",53045,"Democrat","Bernie Sanders"
"Washington","WA","Okanogan",53047,"Democrat","Bernie Sanders"
"Washington","WA","Pacific",53049,"Democrat","Bernie Sanders"
"Washington","WA","Pend Oreille",53051,"Democrat","Bernie Sanders"
"Washington","WA","Pierce",53053,"Democrat","Bernie Sanders"
"Washington","WA","San Juan",53055,"Democrat","Bernie Sanders"
"Washington","WA","Skagit",53057,"Democrat","Bernie Sanders"
"Washington","WA","Skamania",53059,"Democrat","Bernie Sanders"
"Washington","WA","Snohomish",53061,"Democrat","Bernie Sanders"
"Washington","WA","Spokane",53063,"Democrat","Bernie Sanders"
"Washington","WA","Stevens",53065,"Democrat","Bernie Sanders"
"Washington","WA","Thurston",53067,"Democrat","Bernie Sanders"
"Washington","WA","Wahkiakum",53069,"Democrat","Bernie Sanders"
"Washington","WA","Walla Walla",53071,"Democrat","Bernie Sanders"
"Washington","WA","Whatcom",53073,"Democrat","Bernie Sanders"
"Washington","WA","Whitman",53075,"Democrat","Bernie Sanders"
"Washington","WA","Yakima",53077,"Democrat","Bernie Sanders"
"West Virginia","WV","Braxton",54007,"Democrat","Bernie Sanders"
"West Virginia","WV","Brooke",54009,"Democrat","Bernie Sanders"
"West Virginia","WV","Cabell",54011,"Democrat","Bernie Sanders"
"West Virginia","WV","Doddridge",54017,"Democrat","Bernie Sanders"
"West Virginia","WV","Gilmer",54021,"Democrat","Bernie Sanders"
"West Virginia","WV","Greenbrier",54025,"Democrat","Bernie Sanders"
"West Virginia","WV","Hampshire",54027,"Democrat","Bernie Sanders"
"West Virginia","WV","Hardy",54031,"Democrat","Bernie Sanders"
"West Virginia","WV","Kanawha",54039,"Democrat","Bernie Sanders"
"West Virginia","WV","McDowell",54047,"Democrat","Bernie Sanders"
"West Virginia","WV","Mingo",54059,"Democrat","Bernie Sanders"
"West Virginia","WV","Monongalia",54061,"Democrat","Bernie Sanders"
"West Virginia","WV","Nicholas",54067,"Democrat","Bernie Sanders"
"West Virginia","WV","Pleasants",54073,"Democrat","Bernie Sanders"
"West Virginia","WV","Raleigh",54081,"Democrat","Bernie Sanders"
"West Virginia","WV","Ritchie",54085,"Democrat","Bernie Sanders"
"West Virginia","WV","Summers",54089,"Democrat","Bernie Sanders"
"West Virginia","WV","Tucker",54093,"Democrat","Bernie Sanders"
"West Virginia","WV","Wetzel",54103,"Democrat","Bernie Sanders"
"West Virginia","WV","Wirt",54105,"Democrat","Bernie Sanders"
"Wisconsin","WI","Barron",55005,"Democrat","Bernie Sanders"
"Wisconsin","WI","Bayfield",55007,"Democrat","Bernie Sanders"
"Wisconsin","WI","Burnett",55013,"Democrat","Bernie Sanders"
"Wisconsin","WI","Calumet",55015,"Democrat","Bernie Sanders"
"Wisconsin","WI","Dane",55025,"Democrat","Bernie Sanders"
"Wisconsin","WI","Door",55029,"Democrat","Bernie Sanders"
"Wisconsin","WI","Dunn",55033,"Democrat","Bernie Sanders"
"Wisconsin","WI","Eau Claire",55035,"Democrat","Bernie Sanders"
"Wisconsin","WI","Fond du Lac",55039,"Democrat","Bernie Sanders"
"Wisconsin","WI","Green",55045,"Democrat","Bernie Sanders"
"Wisconsin","WI","Green Lake",55047,"Democrat","Bernie Sanders"
"Wisconsin","WI","Iowa",55049,"Democrat","Bernie Sanders"
"Wisconsin","WI","Juneau",55057,"Democrat","Bernie Sanders"
"Wisconsin","WI","Kenosha",55059,"Democrat","Bernie Sanders"
"Wisconsin","WI","Kewaunee",55061,"Democrat","Bernie Sanders"
"Wisconsin","WI","La Crosse",55063,"Democrat","Bernie Sanders"
"Wisconsin","WI","Langlade",55067,"Democrat","Bernie Sanders"
"Wisconsin","WI","Manitowoc",55071,"Democrat","Bernie Sanders"
"Wisconsin","WI","Marathon",55073,"Democrat","Bernie Sanders"
"Wisconsin","WI","Marinette",55075,"Democrat","Bernie Sanders"
"Wisconsin","WI","Menominee",55078,"Democrat","Bernie Sanders"
"Wisconsin","WI","Milwaukee",55079,"Democrat","Hillary Clinton"
"Wisconsin","WI","Oconto",55083,"Democrat","Bernie Sanders"
"Wisconsin","WI","Oneida",55085,"Democrat","Bernie Sanders"
"Wisconsin","WI","Outagamie",55087,"Democrat","Bernie Sanders"
"Wisconsin","WI","Ozaukee",55089,"Democrat","Bernie Sanders"
"Wisconsin","WI","Pepin",55091,"Democrat","Bernie Sanders"
"Wisconsin","WI","Portage",55097,"Democrat","Bernie Sanders"
"Wisconsin","WI","Price",55099,"Democrat","Bernie Sanders"
"Wisconsin","WI","Racine",55101,"Democrat","Bernie Sanders"
"Wisconsin","WI","Sauk",55111,"Democrat","Bernie Sanders"
"Wisconsin","WI","Sawyer",55113,"Democrat","Bernie Sanders"
"Wisconsin","WI","Shawano",55115,"Democrat","Bernie Sanders"
"Wisconsin","WI","Sheboygan",55117,"Democrat","Bernie Sanders"
